Company,Brief Description,Protein Category,Company Focus,Company type,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
Jensen Meat Plant Base Division,US-based foods that processes beef to patties and also manufactures plant based meat alternatives. ,Plant-based,Meat,Diversified,End product formulation and manufacturing,"Whole muscle meat/seafood,Ground meat/seafood,Other meat/seafood","Beef/veal,Chicken,Turkey",,U.S. and Canada,United States,California,San Diego,jensenmeat.com,1958,Reggie Jensen ,Picture1.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/kEQRIfzeAN4siRzWYTk9Ow/HaOym1F5qOeBGzu1NU4zsrVdRj3wRtN35R7XLwK4ZWuroWrcEq9AMO-Y-8_MB_Cyuca76fVjGtPhY_h8Uw2EJpO-YyAKB1OLS_wOLyNF5WsgqYEx7C8XCzkKMVxWmoJ1SDVjwQrXVAKE4vsTsjzF2g/9U1FwI-6R8i3EFMyqgLIVWv5JITajVldZHjIfgWPVeI)
Soy Austria,"Soy Austria produces natural, sustainable, soy-based, GMO-free ingredients for the global food industry. The production is based on quality standards according to the highest European standards, and only European soybeans are used.",Plant-based,"Meat,Ingredients and inputs,Dairy,Seafood",Diversified,Ingredient optimization,Ingredients,"Beef/veal,Chicken,Pork,Turkey,Duck,Fish,Tuna",Soy,Europe,Austria,,Vienna,www.soyaustria.com,1752,,Soy_Austria┬«_Logo_pos_sRGB_1000.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/2YdXM5TNvi8Yzxqp4wL_Ww/-wwl8CQ0RFlB8CJBpKaQHrJhds162-yM_AW9WEusX8Kq30BXXWQqBkK89ofGJebarH_f7NkgT0NQAr8mc6hCRZCNFkv65nD4syxb1Irw-OK4n58j7tps25XWGr1p_7IeaqzPp6plR8UbX7YURbQCLsSWeeO44SZFCqGahJJl9SI/w6kUvMBJ_Ls145Y2zQ6wQDzj1AZxxYIZ7tvEOfm7D8A)
Kern Tec,"Austria-based upcycling company that makes milk alternatives, spreads, seeds, oils, etc. from pits of apricots, cherries, and plums. ",Plant-based,"Dairy,Ingredients and inputs",Diversified,"End product formulation and manufacturing,Ingredient optimization","Milk,Other dairy,Ingredients",,Other,Europe,Austria,,Wien,https://www.kern-tec.com/en,2019,,
mk2 Biotechnologies,"mk2 develops chromatography-free purification processes for recombinant peptides & proteins, amongst others for growth factors.","Cultivated,Precision fermentation","Meat,Ingredients and inputs,Dairy,Seafood",Diversified,"Ingredient optimization,Cell culture media",Ingredients,,,Europe,Germany,,Planegg,https://www.mk2.bio/,2020,,
Portland Kettle Works - Mixing Tanks USA,"Manufacturing bioreactors, precision fermentation and mixing vessels and systems for food and alternative protein production. ","Plant-based,Cultivated,Fermentation-derived,Traditional fermentation,Biomass fermentation,Precision fermentation","Meat,Seafood,Dairy,Eggs,Food processing infrastructure and equipment,Bioprocessing infrastructure and equipment",Diversified,Bioprocess design,Other,"Beef/veal,Chicken,Pork,Turkey,Fish,Mutton/lamb,Duck,Shellfish,Tuna,Crab",,"U.S. and Canada,Latin America",United States,Oregon,Portland,https://mixingtanksusa.com/bioreactor-mixing-and-storage-tanks/,2011,Benjamin Thad Fisco,IMG_6713.jpeg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/sIITBs6B2uCxIoBVeEFbkw/o2W4n-plzMaQDFo9JMjtDfHtz63f6KosyEBOMqaZIrN9R64URI1zDukbQ2qTZ-SM3E1zjLG6FdgIEjGyx59TXidFOrtJX3S2HUVqd60jeRuS6MpDYKKJYUNb33MON0Xv3QOlGUJ18t2wxRYSCk_U9A/IIWZ8wQPdq-zglTgmdqQvD9S6G4uViLFs3AN3zeX6IU)
BIOinFOOD,A Brazilian-based company that customizes yeasts for food application,"Fermentation-derived,Traditional fermentation","Meat,Seafood,Ingredients and inputs",Diversified,"Host strain development,Bioprocess design,Ingredient optimization",Ingredients,"Beef/veal,Chicken,Pork",Yeast,Latin America,Brazil,,Campinas-SP,www.bioinfood.com,2018,"Gabriel Galembeck, Gleidson Teixeira, Osmar Carvalho-Netto",logotipo-vertical-1 (1).png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/bxpah2bN1r4Hb6egUBaKSQ/A9e46xf9VcZNTd-Umu0C5tYceJ293wt6p7MtVM4VftUz-Xs-CkeT9zVAj8QHPVvOYL0tQT0Npv3ABTRE5DrZn6O3phYyHxYIsY7TdeV6-87kbZUCOQ1XXGb1KUk5pFLCY87Deb6ZC93_uLcwooARaZDjB4Xz1xxjk8LTSDxcHW4/8OYRbPXhY3NQdiXO7pSd0PF43HZvr4qWYUQcGIDMat4)
Moon Steak ,"Moon Steak is a biotech company aiming to transform the meat industry by fabricating high quality artisanal meat cuts using proprietary metamaterials and molding platform. Whole cuts of meat are healthier and safer and allow for countless of culinary of innovations that are essential for the joy of cooking.

Moon Steak’s proprietary injection molding manufacturing process fabricates entrecote, sirloin, lamb chops and other whole cuts of red meat with the aroma, flavor and texture of natural meat. The company’s method replaces 3D printing technology for alternative meat production, significantly increasing the speed of manufacture and dramatically reducing costs to enable price parity with meat products and much higher margins for the producer. Moon Steak’s technology is dual use – it can work both on plant-based proteins and on biomass produced by precision fermentation of cultured meat.",Plant-based,"Meat,Food processing infrastructure and equipment",Specialized (focused on alternative proteins),"Scaffolding and structure,End product formulation and manufacturing",,,,Europe,Israel,,,https://www.moonsteaks.com/,2023,Yaakov Nahmias,Screenshot 2023-10-21 154628.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/wpX5R_8puRsTjkw7uaDE9g/8Y4PT6s6LYlscpK324A_faIvvBGW-qIWcE66-Dv4BQYCHmaGF7xX1BQgZcXlAcNmRI1XYRwvo3Lr0hrsIB9MAs-S7IlS7XM89ZyzHtGBOY1QS3Rrad9_Cto4Ln0d2tZeNBsd9Xcm25qCUg6SCZSFTJui-bb0hZ5G9__SJixxvGQ/1qc6SUPRTpy18YrtioZa9yBJSHWsGBz8KNPNwcoV54c)
Sensible Hot Dogs,"We’re reinventing the plant based game through the humble hot dog that is great tasting, earth-friendly and non GMO for vegetarians, flexitarians and meat-reducers.",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,,,U.S. and Canada,Canada,Alberta,Edmonton,https://sensiblehotdogs.com/,2020,,1659549896794.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/EO_AYOEEqlqyz6vYtz95KA/UnCahtpjzJ8bPA0owRCVarhpvKxm8nKUuVOIZ61-mUGMKHKcxyyRyg_orVjTAu7p5RXwD2QiT6PllfNb-EdvaeA8bX-nr9fTU6RlCB5KuDhyoO2Cp6vtIHo9ZLWC75mZJJzKVSe5wB1z9GTLMhowOg/Wth5rpUnByEzRKvZWzr70jtEEtu7PIBF2V_b3DbI7x8)
Recreate Foods,We’ve recreated all the classic cuts of chicken just for chefs with all the mouth-watering flavor and texture and none of the chicken. Our meatless-chicken products are packed with soy-free pea protein so you can enjoy all of our vegan products and feel satisfied both inside and out. ,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,Chicken,,U.S. and Canada,United States,Arizona,Scottsdale,https://www.recreatefoods.com/,2021,Freddy Krems,1683554024783.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/Ujt8zfZkDne2w9o4z7h3OQ/daUdSzq7R-5pHyGx7O1_Jf6DF0W5Qjk83lvD5o8L2JWt-8HM8AgWKL88tiilfOjUc2JLcMARMLZy70O0viiT1kq8ru9R9GgiJ-_dgUTcqS2ua39c0M_ju6-kTyBYYORljDXFdXAPY3JB4VKpD5uw1A/XXCfxDkD0Kno6FlDgsAYWG60YTnNokbOeEizM4COODo)
Limeatless Foods,"Limeatless was founded by a team of leading food scientists and top chefs to create an amazing plant based  “meat”, “fish” and “cheese” product range. Offers their range in selected outlets and restaurants. ",Plant-based,"Meat,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Fish",,Europe,Israel,,Kiryat Bialik,https://www.limeatlessfood.com/limeatless-foods-3/,2021,Asaf Cohen Jonathan,1663149779554.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/a_mBGEXtgGYbhfIVCy4lgg/k59DrBdsBS2A9C9NQi8tw_-c__g9EEtuuhDoxKw0ZFVA9JxsXABB3gIDhISyU4ZOxhVfun5dqefUT9HQ2bBNCY66L41Ou5WRuYgRtVWJJurM1DC23b9hsJBCtLBnHGPyFqR8Z49HBz-ld5pWsT0fvw/w3I1LX-Mw83RnMYti74G6Lry40JpVW53qE_kMbQg4xQ)
Develop Eat,"At Developeat we create the food of the future. Our mission is rendering food innovation and product development accessible to every company and start-up committed to save the planet through a more ethical and efficient food system. We provide support during all phases of new food development including project management, recipe development and testing, scientific research, upscaling and industrialization. ",,"Other,Bioprocessing infrastructure and equipment",Diversified,Bioprocess design,,,,Europe,Netherlands,,Wageningen,https://developeat.com/,,,1621229306285.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/XavLFwzvDhd2UHL5t5Gq6Q/2hvgwkc2k1F5tsnAPgt0WemqH3LSo5v8r6iwdbkK8tbD0VAo7pHFNMQw-rVXRwMlxhPbJvb0KBF3fBphJyN8ngu4J3H0uQNZPBEy_Rz6QJw1sKYR_8m74jrzrJxsQ1yjRkcJ8MVXCsl8tMILAxgEmA/_Az_NtHQcEm144zY5DmMi3ylrs4NjLiAyTxS_SwUMFs)
KARANA Foods,Scaling regenerative agroforestry via jackfruit by enabling its widespread global adoption as a mainstream ingredient. We make meat from Jackfruit. ,Plant-based,"Meat,Ingredients and inputs,Food processing infrastructure and equipment",Specialized (focused on alternative proteins),"End product formulation and manufacturing,Crop development,Ingredient optimization","Ground meat/seafood,Ingredients","Beef/veal,Pork,Mutton/lamb",Jackfruit,"U.S. and Canada,Asia Pacific",Singapore,,Singapore,https://eatkarana.com/,2018,"Daniel Riegler, Blair Crichton",karana logo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/WyJ9v3nLSJ0KSPk65C8tsg/n2WF7mOT_Hs-Sdp56ViJA8RZucCIDdX9MT2sGSrzNDBlYZ-kkFq3sa4CKEbYtc1DHcbWYJtvDMiGAu3Pb-L4ZxsIs5Tu9-j1brb9J8vCLatIrn9QBD4sVdOvUXRNjgXCjcKqsUalnhL5RRw4jgZnvg/53X7hJDeTObqU3OjVNnWmlpB2A5uFHD1dvQoJXI7VE0)
unClassic Foods, unClassic makes high protein plant-based meat from mushrooms,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Whole muscle meat/seafood,Beef/veal,Mushrooms,U.S. and Canada,United States,California,San Francisco,https://www.unclassicfoods.com/,2022,Luiza Villela ,Screen+Shot+2023-05-31+at+12.36.13+PM-fotor-bg-remover-20230531124634.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/ditUGU_BRUoQDzjFvvklsw/_rbZfBzOskCZVndTIpqpZJYRFXVjvBHrAeU_2z8dOjMEtFYyf_6IjC3W0BAmtqpwMJ3v-9jCU3PFSMe1NV08RQAvh4eqP6QYXAX7KiT_2AkY3WG_xczSmNiAsComeQxqSaVBbyae7xZBPCVcNGa6hnAeXnYypL9dYiBm2O0uH4tQ9_ZEbRUk7KTXOyHjMimEfazvkCvHJPQ4RyZd1DtICw/aaG7txBs1OfmnbJYyBOCuEX0sfsVDTX44aVITi8abTk)
denovoMATRIX,Enabling technology company that supports scaling of cell manufacturing with biomaterials and cell lines. ,Cultivated,"Meat,Bioprocessing infrastructure and equipment,Contract manufacturing/processing",Specialized (focused on alternative proteins),"End product formulation and manufacturing,Cell line development,Scaffolding and structure",Ingredients,"Beef/veal,Chicken,Pork,Duck",,Europe,Germany,,Dresden,denovomatrix.com,2018,,Screenshot 2023-08-25 at 9.55.20 AM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/e44zgWSCJNBiyXACs0CFxA/LFMfd5zIyqtJlZiDD3dhnoZUbCrlo_1WoL4CWvtkHc5d7UZ6b5a73pVxg7YsQJhfgL21L7_9HZQ3f5b3il8qZVpwKZ0tIJ8_l_DR-VHGdvBsxmvZV5FQufQgQsvH5fDevkd6deTMmmFb4MHdkL07ow4Gk8NAQWWSlwlJaTNqLLc/f2c5iWjBDmCzjnMZUJpva3kggrvf8rR8dzXqFbHFnik)
MyriaMeat ,Germany based Company with leading technology to produce 100% real muscle out of pluripotent stem cells with functionality (maturity+contraction) - Real meat is muscle and not just cells. ,Cultivated,"Meat,Seafood",Specialized (focused on alternative proteins),"Cell line development,End product formulation and manufacturing,Bioprocess design,Cell culture media","Whole muscle meat/seafood,Ground meat/seafood","Beef/veal,Pork",,Europe,Germany,,Munich,https://myriameat.com/,2022,"Florian Huettner, Prof. Dr.Wolfram Zimmermann, Dr. Malte Tiburcy",myr_meat_logo_b_rgb Kopie 3.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/DPjtO0A0_C68rTqhQjdgoA/qoQH10NEYIJ6CrOu9Ts5cQUwPTf5kJYX8nskOFXo2us9w00XWEHlFro3SxiNBSjerLjNg5OYEWm7oNAS6pZjfcQKs8TUNfWueHm6kfOJY9-hgXYrTKMjm2qwKfPLmzoJK1pUSDbN4BgPcq7i-tM4-gPZyV2BlX0a-svjtaOVBW8/a75RYBK5_3xyqEN4o2e0gXQSh2nK1_gkRPA1sPPN0ZY)
Fascin8foods Pty Ltd,Australian based company that produces plant-based products using mushrooms as the key ingredient services the flexitarian and meat-replacement industry,Plant-based,"Ingredients and inputs,Meat",Specialized (focused on alternative proteins),Ingredient optimization,Other,"Beef/veal,Chicken,Pork","Mushrooms,Chickpea",Australia/New Zealand,Australia,,Goulburn,https://fascin8foods.com.au/,2021,Jenny Joseph Founder and CEO,F8F Logo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/wojIUnkuWZQDwnd6lgS4bg/2uqQty9FR9O3GAQVcSET75AzLF53AFwuLNK9VznoERscOauBXP96mQkpfNpWvJMQsgADoVlQnJhedX3_0ikYuRxgl9r7QyQQljmjFjaDpuxFTa8huoCugEMjH8z99T_BVxDnkqkydDtgDhzKHztYxw/2cd1zRnLku4kjNFDQ9SujiMHl31H7hMX1wbo-Wo20jI)
The Better Butchers,Animal-free butcher shop meats made with cultivated meat in combination with other plant-based alternative proteins & fats.,Cultivated,Meat,Specialized (focused on alternative proteins),"End product formulation and manufacturing,Cell line development,Scaffolding and structure",Whole muscle meat/seafood,,,U.S. and Canada,Canada,BC,Vancouver,https://www.thebetterbutchers.com/,2022,"Mitchell Scott, Celeste Trujillo ",Screenshot 2023-08-21 at 9.49.37 AM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/t2nRPPGsxMHxtXzCVELtQA/rzSh385OzvJBul95_Us7v4okTZVh8-mdAu1-xIBQgRkoBaQoAk2jw6VUWfaxX0wt1FC2otfTj1N1QQnKpETk95jFmN2HIIqRkgPZyxNMhPseQ5Hc4gEZtwGamyAcNPl8lU46tHd-EbnAMPv5aVmt08jCkd5RpNA6TwrM4DJo-14/MeDiG8QS8mo33MLXzSITTbFlpGWIE69nEulmQ9cnAD4)
Vivici,Vivici uses precision fermentation to make animal-free dairy protein. ,Precision fermentation,"Dairy,Ingredients and inputs",Specialized (focused on alternative proteins),"Bioprocess design,Ingredient optimization,Host strain development,Target molecule selection,Feedstocks",Other dairy,,,Europe,Netherlands,,Delft,https://www.vivici.com/,2022,"DSM, Fonterra",Logo_Color_Dark.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/DSa2W-jlqIfcWHUUnWm1Gw/NTHkLV9z6WYZhqy7J7eqci1k_7Zb0LipnhJkExrnhB1gBsCOHVR05uajNpZE4dfDspnK9IcJ49yoOn2sQ7ZJx1Yuip0wkOtgog8H9OvpWtVYmTnGRtggCLJDnwTDzY9CxD4y6L0gmr7HEsGuyjuYig/ZFB_orTGBNi27ef-JFc5-OdFzJXs0NVHaSYFuiY2HLM)
The Innovative Food Technology (IFT) Company,Vietnam-based company that produces plant-based alternative meat from jackfruit. ,Plant-based,Meat,Specialized (focused on alternative proteins),"End product formulation and manufacturing,Crop development,Ingredient optimization","Ground meat/seafood,Other meat/seafood,Whole muscle meat/seafood","Beef/veal,Chicken,Pork",Jackfruit,Asia Pacific,Vietnam,,"Nga Bay, Hau Giang Province",https://lemitfoods.com,2022,Nhung Cao & Travis Tran,lo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/tpe3vYYH866GPYwGB9pz4g/2ciX4YmyV0MAKZpcqHoPhturEKdQjSHMlppY2Sx9ZhmNJsJ4FP4Wt48FQtHX0zWNRF62GVIh5GKY0NlzuGIKY9I-aF-oYTveERqeU05cDDCvFGQrSCoOqmLfkqzRJTIBulYTf_8aNQpH3BHcic7LZg/B4kPZghPwFRsyotdfc8BxByg5vemWgCu4ZUQYPKC2A0)
FlavingredProducts and Services Private Limited,"Mumbai based startup developing and marketing plant based meat, dairy, egg and pet foods.","Plant-based,Biomass fermentation","Meat,Eggs,Dairy,Ingredients and inputs,Other,Seafood",Specialized (focused on alternative proteins),"End product formulation and manufacturing,Ingredient optimization","Ground meat/seafood,Whole muscle meat/seafood,Other meat/seafood,Milk,Eggs,Pet food,Cheese,Ingredients","Chicken,Beef/veal,Pork,Duck,Turkey,Mutton/lamb,Fish","Pea,Almond,Blend,Cashew,Coconut,Jackfruit,Lentils,Mung Bean,Peanut,Banana,Seeds,Millet",Asia Pacific,India ,,Mumbai,www.flavingred.com,2021,Rituja Upadhyay,flavingred - logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/CP2qrQNl-1MrP4DEeuxlgA/mfq2kJA4BpuEsdvK60e0wr-93nV1nqBNWwhXm-59wr6JAnY0zGUZ_u2oVv8jUArtE16ZOng4ACDnCBpBtdb2LvfV3_Vj0quByNKDUfI4CCUqQ3Ij986FP3SyRxe8n57TlG7-knOIJccwh0dh3i109w/0B8tgPQov_PW4QY0XhAu-_98Pi_-smqc8OdDjZBm-rE)
Organoid Farm Inc.,Japan-based startup working on efficient production technology for cultured meat,Cultivated,Meat,Specialized (focused on alternative proteins),"Bioprocess design,Cell line development,End product formulation and manufacturing",,Beef/veal,,Asia Pacific,Japan,,Fujisawa,https://organoid.farm/,2021,,convert.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/z7ZFEcB6znINcVHND2eGng/8_CAviIv4p4MIbra3c0dpRU53oyEJSiPfrX17ej6oS6-N7x8EN-2eLgyn3RZ4-GyghOFhVhIqHUQhm-dwtN3_RAiOEk57HxGQxJfKWGPZDFMh0nRdbToB8nPspdz_whgNXWrL24Wj9mjsl3TtMw0gQ/3nh9N0ZOVMfe9C-7fyudTjYDShRfUUEQQYaSR7HjF3s)
Driessen Food Extrusion B.V.,Dutch based co-manufacturer and co-creator of extruded plant-based ingredients.,Plant-based,"Meat,Seafood,Ingredients and inputs,Contract manufacturing/processing,Other",Diversified,"Ingredient optimization,End product formulation and manufacturing","Other,Ingredients",,,Europe,Netherlands,,Deurne,www.dfe.nl,2017,,logo DFE.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/z5sAGUvMuFKJYy-a61_lpg/WqZroBTCk_27pN7in7FeH_BP6rZ6ZHijE5cas5u0-bZTbjO-mzq4oeCNTIl_hTbLlla0pRtMoQs6_tohkJGyzRAdJTOmiBoh649iyvVcP-k1z2q4jHnIjgvJGEdirvcrf4-chFwhILmqkRKd3UmsHw/3wbcL8IRCXunOBRA59Q2ZWG3knPm43cXSRBCnkbrgAQ)
"50/50 Foods, Inc","LA-based manufacturer of 50% grass-fed beef, and 50% veggie burger, the first brand to receive an exemption from the USDA to market its blended burger patties. ",Blended,Meat,Diversified,End product formulation and manufacturing,Ground meat/seafood,Beef/veal,,U.S. and Canada,United States,California,Los Angeles,https://5050foods.com/,2020,"Andrew Arentowicz, Stephen Theiss",1685119937545.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/zj9DHBLqD0MGk1xWhuSjYA/3ocfSdUjLcsl4VhrFXWxP3EAXjCcS8eGwG4a7Y2Da8tDvwUcRc9nDgZFiMzoUZEUDuoTqksxG3TH6xwreN2hxoR-b1uPkql6S2tvFEjOLkADVGp1u-AwuBrYYjJMmTa7ZErjNA8afbqS9lcFM4WnfQ/dUrNArBAqhqSSlnED0pWDRDw6hUaFVuBemXyqA-QgCI)
CELL AGRITECH SDN BHD,Cultivated meat,Cultivated,"Meat,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,,,,Asia Pacific,Malaysia,,,https://cell-agritech.com,2022,,CellAgritech Logo-01.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/KA4sla1EvfMkcOm3tip-_A/XMMuzBOnZZHvguTp-DqDUMZDVWa87d8pf-BwyiPYcE2N5Tjl6AY_VA1hFlurKnYDF1oWAWRpw2Dh1KEYmbzkBgvpCphLM8KGj0RZK_4uOCNhIbG_91bPm3DyVJ48ImP1TNf4cLAh3DGBFfgxT95jKIbUZHZFZNU0g_mZOLLmUxA/UOiLdDOL-npaM-UZKzlQThmxGBcINTWUoI3uae6_Z1Q)
Ambrosia Sciences,"Cultured meat production using our proprietary technology to create whole-cuts of meat (the unfair advantage), using less growth media (main cost pain point for cultured meat), and creating designer marbled steak products having muscle and fat for different customer requirement",Cultivated,"Meat,Seafood,Ingredients and inputs",Specialized (focused on alternative proteins),"Scaffolding and structure,Ingredient optimization,End product formulation and manufacturing,Cell line development,Bioprocess design,Cell culture media","Whole muscle meat/seafood,Ground meat/seafood,Oils and fats","Pork,Beef/veal,Mutton/lamb,Fish,Tuna",Other,Asia Pacific,Singapore,,Singapore,https://www.ambrosiasciences.com,2021,"Rodger Ng, Anand Retnam, Nicholas Ong",Ambrosia_white.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/zL4MHohfPD5e4MgJlJ3eNw/fBgj5KfYwgz5FAkNW4hpTPQ-JfNulO1UGEYKnLopwBxVHGwEHt7odp86YzI3pSCI-SyhGFSXWJIv2_73HDmROiYSsX57_ZWENlGS01WHdDT0ekT5Q55XJh-juRg2GrEbQPSq4LevXsRKF-Zrpr-I5A/qVqVp4HkGhqTYL-EpwTbqEQ8GcmRgkEWNvrK-mxMpEw)
DamnGood,We make hybrid cheese that melts and stretches by combining plants and cow's milk,Blended,Dairy,Specialized (focused on alternative proteins),"Ingredient optimization,End product formulation and manufacturing",Cheese,,,U.S. and Canada,United States,California,San Francisco,https://www.dg-foods.com,2023,Jacek Prus and Dan Howell,Screen Shot 2023-09-11 at 11.44.18 AM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/5MU-sf8M3YfiIFsDbeiWBA/pTLO4p2ZB5x8bCsyUKWMOGjNA_CPKDeScf2KoBIARlZ28NaYlS9PkXnFMNowHyMrbcwEwRBshHZZ76yt8Ql4Un0bra52_1c1ikTYAl8is-JoejHurPhxkauirjJPwy40wqxUTMgUKqnzeXtWPU1qoDAVHZR6sxolrLFjcrFj_ls/RHR5GgJW0F-HPvuxqs3bVw5JQwFyFDXvszkzASKOr7o)
"Sempera Organics, Inc.","Makers of Mamu, a new pillar of food made from mushrooms, mycelium and chick peas. Developing a mycelium based hybrid bio-refinery to produce products for food and wellness to impact global scale, climate resilient, sustainable food supply chain. In market and revenue generating, looking to scale.",Fermentation-derived,"Meat,Ingredients and inputs",Diversified,Ingredient optimization,"Ground meat/seafood,Other meat/seafood",,Mushrooms,U.S. and Canada,United States,California,Morgan Hill,"www.eatmamu.com, www.semperaorganics.com",2020,Nirmal Nair,SO logo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/CPiRv6Dp7639gb4fcKTjfQ/oS8aWpP7jWGdjxgYm3gqUx_qakSa7U_yjU89RDf-tKojwFDhxpF9fUEs5hsj29xvrcrtNhHls41-H04bpVY1LFRkFhhvK0nPdSHc86abXuykPLtn50CSns9jv4SEW0tR12k8eqxhHj9pGmWi9H8ZUw/hvVcw24s3Hj7Bf-xNa7OtuOxUI1nZ9v3tmlwpx34vVY)
Boldly,Plant-based seafood,Plant-based,Seafood,Specialized (focused on alternative proteins),End product formulation and manufacturing,,"Fish,Tuna,Shellfish",,Asia Pacific,Australia,,,https://www.boldlyfoods.com/,2023,Allen Zelden,1673751476790.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/oAo69lJveKDCU7kxqLsGUw/Kbqn21ssgJQ7DYbxuuHlUyNkWH9y23DvalSPqw8kb-WLJSamVPpcAX9pBjg0KI51eYnXEyQth8KtyxxbXGf1ExnYSMqTxYqX1Rz4uMcQZFBhQCos4I3Vz4my9JwsAG0bLddol0-PB6wltgIf7fjaEA/cXtEvViK4_F3qBUvjgptUWj_KD5kCuvT95WmpvaUQ8g)
Naturannova,Plant-based protein flavors,Plant-based,Other,Specialized (focused on alternative proteins),"Ingredient optimization,Target molecule selection",,,,Latin America,Chile,,Santiago,https://www.naturannova.com/,2023,"Antonella De Lazzar, Juan Carlos Duarte Ramírez",naturannova_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/gmRw7bAiSNY5ZBIUwS4UPA/1EhwOKH_VFRCyh-9ziCrCmxC8WXyo3dmQFQTHnY3jq1sae0L8cI5dnKF_BJ61igMqpSUbZyug51DsNChQxB6YVLg6NuohKbDS-vwX446mSJKJ8TJriOzQ4yupiKE9i2KiXDYIJC5r8fhFjWwClSOaQ/_SfoDRLpc4H4aFxjh378jT2tRB1XSA0tHpOxN3Afs9o)
WEMEET,Korea-based company that develops animal-free whole-cut meat using mushroom and fungal materials.,Plant-based,Meat,Specialized (focused on alternative proteins),"End product formulation and manufacturing,Ingredient optimization","Whole muscle meat/seafood,Ground meat/seafood,Other meat/seafood",Chicken,Mushrooms,Asia Pacific,South Korea,,Seoul ,https://eatwemeet.co/,2021,Hyunseok An ,WEMEET_Logo.ai (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/8iHycNJuVzD_X8xLohvIdw/8UNyrHxLpqeBZuBPNgWVuqrqQlcqxYjX3HlIvi7mpP-Bb0F-47jw8lbNcX8KMX_eVPAkH33JW2NAGlJdqZS1s-RTkH-gNpWgQGgXLEsm2SRKNRHNmEPy3rp8QCC2YmvHLunLsI3mRUxF9n4NUyhWvA/Wd90YKT2s9i4YXcBDTsM5YaESTmBoMV0DyALdqKu3ws)
Base'P sustainable foods,"Base'P Sustainable Foods LLP is a plant protein company that specializes in creating sustainable, healthy and customizable plant-based products. We aim to provide premium, nutritious, and environmentally friendly food options using our proprietary technology to make versatile protein products with enhanced taste, texture, and quality.",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,,,,Asia Pacific,India ,,Coimbatore,,2022,Swathi Gopalakrishnan,1670219477694.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/tkG7IAiMpOc-_Od2NPo7aw/ubXMaYUP7TzMBeTHz5MKYfHXAffx8jxtYtU5mkB-pF114goY9GJnoIbKEVkSng4kM-rTtgPChgCCkG1Cs4UlZut2b0QNTZDQGASmabtIiapN2_sM24bf91AzLBChMwRZVt8wMvNGwLVl_h8fPJ4GNQ/MMacbdYxpAQCBHNNb9lghyPiqDFBZHqTvQDwPZ9b7CY)
UFC Velvet ,Plant-based milk line ,Plant-based,Dairy,Diversified,,,,,Asia Pacific,India ,,,https://ufcrefreshcoco.com/product/oat-milk/,1969,,
